,Age,Gender,Technical Affinity,PreTrust,ExperienceManagement,Neuroticism,Extraversion,Openness,Agreeableness,Conscientiousness,ProactiveTask1,TimeDurationTask1,difficultyTask1,pointsTask1,OptSelectionTask1,HelpTask1,SuggTask1,TrustTask1,ProactiveTask2,TimeDurationTask2,difficultyTask2,pointsTask2,OptSelectionTask2,HelpTask2,SuggTask2,TrustTask2,ProactiveTask3,TimeDurationTask3,difficultyTask3,pointsTask3,OptSelectionTask3,HelpTask3,SuggTask3,TrustTask3,ProactiveTask4,TimeDurationTask4,difficultyTask4,pointsTask4,OptSelectionTask4,HelpTask4,SuggTask4,TrustTask4,ProactiveTask5,TimeDurationTask5,difficultyTask5,pointsTask5,OptSelectionTask5,HelpTask5,SuggTask5,TrustTask5,ProactiveTask6,TimeDurationTask6,difficultyTask6,pointsTask6,OptSelectionTask6,HelpTask6,SuggTask6,TrustTask6,ProactiveTask7,TimeDurationTask7,difficultyTask7,pointsTask7,OptSelectionTask7,HelpTask7,SuggTask7,TrustTask7,ProactiveTask8,TimeDurationTask8,difficultyTask8,pointsTask8,OptSelectionTask8,HelpTask8,SuggTask8,TrustTask8,ProactiveTask9,TimeDurationTask9,difficultyTask9,pointsTask9,OptSelectionTask9,HelpTask9,SuggTask9,TrustTask9,ProactiveTask10,TimeDurationTask10,difficultyTask10,pointsTask10,OptSelectionTask10,HelpTask10,SuggTask10,TrustTask10,ProactiveTask11,TimeDurationTask11,difficultyTask11,pointsTask11,OptSelectionTask11,HelpTask11,SuggTask11,TrustTask11,ProactiveTask12,TimeDurationTask12,difficultyTask12,pointsTask12,OptSelectionTask12,HelpTask12,SuggTask12,TrustTask12,#Acceptance,#Reliability,#Satisfaction,#Competence,#Predictability,#Annoyance
0,59.0,male,3.8333333333333335,2.1666666666666665,2.3333333333333335,2.0,3.0,3.0,4.0,3.5,None,40.0,2,10,1C,0,0,3,None,30.0,2,0,2C,0,0,3,Suggestion,40.0,2,10,3D,0,0,3,Notification,46.0,3,0,4B,0,0,1,None,52.0,3,10,5B,0,0,1,None,100.0,3,0,6A,0,0,1,None,27.0,3,20,7A,0,0,1,Notification,41.0,3,10,8B,0,0,1,None,23.0,3,20,9B,0,0,1,None,27.0,3,10,10B,0,0,1,Suggestion,49.0,3,0,11D,0,0,1,None,57.0,3,10,12D,0,0,1,1.5,3.0,2.75,3.0,3.0,5.0
0,60.0,male,4.0,2.5,1.6666666666666667,3.5,1.0,4.5,2.5,3.5,Intervention,28.0,2,10,1A,0,0,3,None,42.0,1,10,2B,0,1,3,None,33.0,3,10,3B,0,1,3,Notification,43.0,4,0,4B,0,0,3,None,37.0,3,10,5B,0,1,3,Notification,76.0,4,10,6B,0,0,3,None,32.0,4,20,7C,0,1,3,Notification,35.0,3,0,8C,0,0,3,None,28.0,2,30,9B,0,1,3,None,37.0,2,10,10B,0,1,4,Suggestion,29.0,2,10,11B,0,0,4,None,33.0,4,20,12A,0,1,4,3.75,4.0,4.0,3.75,2.5,2.5
0,33.0,male,4.5,4.0,5.0,1.5,4.5,5.0,4.5,5.0,None,29.0,2,10,1C,0,1,4,Intervention,34.0,2,10,2B,0,0,4,None,24.0,2,10,3E,0,1,4,Notification,26.0,2,10,4A,0,0,3,None,36.0,2,10,5C,0,1,3,Intervention,31.0,4,30,6E,0,0,3,Notification,38.0,3,20,7B,0,0,3,None,23.0,3,0,8A,0,0,3,Suggestion,36.0,3,30,9B,0,0,3,None,22.0,2,10,10A,0,1,2,None,22.0,2,10,11A,0,1,2,None,29.0,4,10,12A,0,1,2,2.75,3.0,3.0,2.75,2.75,3.0
0,43.0,female,3.6666666666666665,3.5,3.0,4.5,3.0,3.0,3.5,2.0,None,31.0,2,10,1A,0,0,4,None,76.0,2,10,2B,0,0,4,Intervention,88.0,1,10,3E,0,0,4,None,52.0,3,0,4B,0,0,4,Intervention,22.0,3,10,5B,1,0,4,None,76.0,4,20,6B,0,1,4,None,22.0,3,10,7B,0,0,4,None,82.0,3,10,8D,0,0,4,None,21.0,3,30,9B,0,0,4,Intervention,31.0,3,10,10A,0,0,4,None,22.0,4,0,11D,0,0,4,Intervention,65.0,4,20,12A,0,0,4,4.5,4.75,4.5,4.5,2.75,1.25
0,33.0,male,4.0,3.1666666666666665,4.333333333333333,1.5,4.5,5.0,2.5,5.0,None,51.0,1,10,1C,0,0,4,Notification,36.0,2,10,2B,0,0,4,None,392.0,3,0,3A,0,0,4,Suggestion,24.0,1,10,4A,0,0,3,Intervention,33.0,4,10,5A,0,0,3,None,30.0,4,0,6C,0,0,3,None,56.0,2,20,7C,0,0,3,None,30.0,2,10,8D,0,0,3,None,28.0,2,20,9B,0,0,3,None,30.0,2,0,10A,0,0,4,None,26.0,2,10,11A,0,0,4,Intervention,33.0,4,20,12D,0,0,4,3.25,3.25,3.25,3.5,3.0,3.0
0,56.0,male,4.833333333333333,4.0,2.6666666666666665,1.5,5.0,3.5,4.5,5.0,None,121.0,3,10,1B,0,0,4,Suggestion,101.0,2,10,2C,0,0,4,None,105.0,2,0,3E,0,1,4,None,55.0,2,0,4A,0,1,4,Suggestion,41.0,3,10,5A,0,0,4,None,81.0,2,30,6B,0,1,4,None,112.0,3,20,7A,0,1,4,Suggestion,38.0,3,20,8B,0,0,4,None,151.0,3,30,9B,0,1,4,None,31.0,2,10,10B,0,1,4,Intervention,28.0,3,10,11A,0,0,4,None,58.0,3,20,12D,0,1,4,4.0,4.0,4.0,4.0,3.0,2.0
0,22.0,female,3.8333333333333335,2.6666666666666665,2.6666666666666665,2.5,4.0,2.0,2.0,3.0,None,33.0,2,10,1C,0,0,3,None,41.0,3,10,2B,1,1,3,Notification,30.0,3,10,3E,0,0,3,None,32.0,4,0,4C,0,0,4,Intervention,31.0,4,10,5C,0,0,4,None,35.0,4,30,6E,0,0,4,None,48.0,3,10,7C,0,0,3,Suggestion,59.0,2,0,8A,0,0,3,None,45.0,2,30,9A,0,1,3,None,27.0,2,10,10B,0,0,2,Notification,68.0,4,0,11D,0,0,2,None,90.0,4,10,12A,0,1,2,3.25,3.5,3.0,3.0,2.25,2.75
0,56.0,female,5.0,5.0,3.0,2.0,3.0,5.0,4.0,5.0,None,44.0,1,10,1C,0,1,5,Intervention,29.0,1,10,2B,0,0,5,None,30.0,1,10,3E,0,1,5,None,36.0,1,10,4A,0,1,5,None,36.0,1,10,5A,0,1,5,Notification,35.0,1,30,6E,0,0,5,None,50.0,2,20,7C,0,1,5,Suggestion,23.0,1,20,8B,0,0,5,None,38.0,2,40,9B,0,1,5,None,39.0,2,10,10B,0,1,5,Notification,27.0,2,10,11A,0,0,5,None,38.0,3,20,12D,0,1,5,5.0,5.0,5.0,5.0,4.25,1.0
0,28.0,male,4.333333333333333,3.8333333333333335,3.0,3.0,4.5,4.5,2.0,3.0,Notification,72.0,3,10,1B,0,0,2,None,38.0,2,10,2C,0,1,2,None,45.0,3,10,3D,0,1,2,None,109.0,4,0,4A,0,1,2,Suggestion,49.0,3,10,5A,0,0,2,None,102.0,2,20,6B,0,1,2,Suggestion,68.0,1,20,7A,0,0,2,None,127.0,2,20,8B,0,1,2,None,27.0,1,30,9B,0,1,2,None,54.0,2,10,10C,0,1,4,Notification,32.0,4,0,11D,0,0,4,None,37.0,3,0,12A,0,1,4,1.25,2.0,1.75,2.0,2.25,4.5
0,23.0,female,4.333333333333333,3.3333333333333335,5.0,2.5,2.0,2.5,2.0,5.0,None,26.0,1,10,1C,0,1,4,Notification,38.0,3,10,2A,0,0,4,None,23.0,2,10,3E,0,1,4,None,31.0,2,0,4A,0,1,2,None,27.0,5,10,5A,0,1,2,None,60.0,5,10,6D,0,1,2,Suggestion,23.0,2,20,7B,0,0,4,None,24.0,2,20,8B,0,1,4,Suggestion,23.0,2,30,9B,0,0,4,Intervention,28.0,3,10,10B,0,0,3,None,34.0,3,10,11A,0,1,3,Notification,25.0,2,10,12A,0,0,3,2.75,3.25,3.5,3.5,3.25,1.5
0,53.0,male,4.666666666666667,3.5,5.0,2.0,4.5,3.5,3.0,4.5,None,80.0,2,10,1C,0,1,3,Intervention,40.0,2,10,2B,0,0,3,None,49.0,2,10,3E,0,1,3,None,49.0,3,10,4A,0,1,3,None,88.0,3,10,5A,0,1,3,Suggestion,84.0,2,20,6B,0,0,3,Suggestion,50.0,3,10,7B,0,0,3,None,54.0,3,20,8B,0,1,3,None,42.0,3,40,9B,0,1,3,None,42.0,2,10,10B,0,1,3,Suggestion,53.0,2,10,11A,0,0,3,None,59.0,2,20,12D,0,1,3,3.0,3.0,3.0,3.0,3.5,2.0
0,34.0,male,4.5,3.5,3.0,4.5,2.0,3.5,2.0,3.0,None,42.0,3,10,1B,0,1,3,Notification,30.0,1,10,2C,0,0,3,None,27.0,2,10,3A,0,0,3,None,25.0,3,10,4C,0,0,2,None,29.0,2,10,5C,0,0,2,None,81.0,4,0,6C,0,1,2,Notification,25.0,1,20,7A,0,0,2,Intervention,31.0,3,20,8C,0,0,2,None,40.0,2,0,9B,0,1,2,Suggestion,33.0,1,10,10B,0,1,2,None,25.0,1,0,11D,0,1,2,None,33.0,1,10,12D,0,1,2,2.25,2.5,2.5,2.25,4.0,4.25
0,52.0,male,3.6666666666666665,2.6666666666666665,1.3333333333333333,4.5,1.0,4.5,2.5,3.5,None,33.0,2,10,1A,0,1,4,None,39.0,2,10,2D,0,1,4,Notification,30.0,4,0,3E,0,0,4,None,26.0,4,10,4A,0,1,4,None,25.0,2,10,5A,0,1,4,Suggestion,59.0,1,20,6E,0,0,4,Intervention,28.0,3,20,7C,0,0,4,Notification,26.0,4,20,8B,0,0,4,None,24.0,4,40,9B,0,1,4,None,27.0,5,10,10B,0,1,4,Suggestion,22.0,3,10,11A,0,0,4,None,27.0,2,10,12B,0,1,4,3.75,4.0,4.0,4.0,2.5,3.0
0,42.0,female,3.3333333333333335,5.0,1.0,5.0,3.0,4.0,5.0,5.0,Suggestion,24.0,1,10,1C,0,0,5,None,55.0,1,10,2A,0,0,5,None,50.0,1,10,3E,0,0,5,Notification,189.0,2,0,4C,0,0,3,None,66.0,3,0,5B,0,0,3,None,35.0,4,20,6D,0,0,3,None,21.0,1,30,7B,0,0,5,None,31.0,1,10,8A,0,1,5,None,34.0,1,40,9A,0,0,5,None,36.0,1,20,10B,0,1,5,None,41.0,2,0,11D,0,0,5,None,29.0,3,20,12A,0,1,5,4.0,4.25,4.5,4.75,3.5,2.75
0,39.0,male,4.333333333333333,4.666666666666667,3.0,4.0,2.0,4.5,3.5,5.0,Intervention,30.0,2,10,1C,0,0,4,None,29.0,4,0,2C,0,0,4,None,46.0,5,0,3C,0,1,4,Notification,36.0,3,0,4A,0,0,4,None,31.0,5,10,5A,0,1,4,None,40.0,5,20,6E,0,1,4,Suggestion,25.0,2,20,7A,0,0,4,Notification,30.0,2,20,8B,0,0,4,None,30.0,3,30,9B,0,1,4,None,24.0,2,10,10B,0,1,4,None,28.0,2,10,11C,0,1,4,Notification,29.0,4,20,12D,0,0,4,3.75,4.0,3.75,4.0,3.0,1.75
0,47.0,male,4.0,4.0,3.6666666666666665,2.0,4.5,4.0,4.5,5.0,Intervention,63.0,2,10,1C,0,0,4,None,33.0,2,10,2B,0,1,4,None,25.0,2,10,3E,0,1,4,None,28.0,2,10,4A,0,1,4,Suggestion,22.0,2,10,5A,0,0,4,None,29.0,3,30,6E,0,1,4,None,29.0,2,20,7C,0,1,4,Intervention,23.0,3,20,8B,0,0,4,None,27.0,3,40,9B,0,1,4,None,25.0,4,10,10B,0,1,4,Intervention,23.0,4,10,11A,0,0,4,None,25.0,4,20,12D,0,1,4,4.0,4.0,4.0,4.0,2.0,1.0
0,37.0,male,5.0,4.333333333333333,3.6666666666666665,1.0,5.0,5.0,5.0,5.0,None,27.0,1,10,1C,0,0,5,None,21.0,1,10,2A,0,0,5,Notification,29.0,2,10,3E,0,0,5,None,34.0,1,0,4A,0,0,5,None,21.0,1,10,5A,0,0,5,None,25.0,2,30,6E,0,1,5,None,23.0,1,10,7A,0,0,5,None,22.0,1,10,8D,0,0,5,Notification,24.0,1,30,9B,0,0,5,Intervention,21.0,1,10,10B,0,0,5,None,515.0,1,10,11A,0,1,5,None,214.0,1,10,12A,0,0,5,5.0,4.75,5.0,5.0,4.75,1.5
0,23.0,male,5.0,4.333333333333333,4.0,2.0,2.5,5.0,3.0,2.0,None,35.0,1,10,1C,0,0,1,None,26.0,1,10,2A,0,0,1,Notification,49.0,3,10,3E,0,0,1,Suggestion,28.0,1,10,4B,0,0,3,Notification,44.0,2,10,5B,0,0,3,None,75.0,4,20,6D,0,0,3,Notification,26.0,3,10,7A,0,0,3,None,48.0,5,10,8D,0,0,3,None,27.0,1,30,9A,0,0,3,None,29.0,1,10,10A,0,0,3,None,22.0,3,0,11D,0,0,3,None,21.0,1,20,12A,0,0,3,3.0,3.5,3.0,3.0,3.5,4.75
0,46.0,female,4.166666666666667,4.0,2.0,3.0,2.0,4.5,4.0,4.5,None,40.0,2,10,1C,0,1,4,None,73.0,2,10,2A,1,0,4,Intervention,29.0,1,10,3E,0,0,4,None,57.0,2,10,4B,0,1,4,None,58.0,2,10,5B,0,1,4,None,31.0,1,20,6B,0,1,4,None,61.0,1,20,7B,0,1,3,None,76.0,2,10,8D,0,1,3,None,29.0,2,30,9A,0,1,3,Suggestion,33.0,2,0,10C,0,0,2,Notification,33.0,2,0,11D,0,0,2,None,25.0,2,20,12A,0,1,2,3.25,3.5,3.25,3.5,3.75,1.75
0,34.0,female,4.166666666666667,1.6666666666666667,2.3333333333333335,1.5,4.0,5.0,1.5,3.5,None,37.0,3,10,1C,0,0,3,None,32.0,3,10,2A,0,0,3,Notification,80.0,3,10,3E,0,0,3,Notification,34.0,3,0,4A,0,0,3,None,60.0,3,10,5A,0,0,3,None,74.0,3,20,6B,0,0,3,None,35.0,3,20,7B,0,0,3,Notification,25.0,3,20,8B,0,0,3,None,23.0,3,20,9D,0,0,3,None,24.0,3,10,10C,0,0,3,Intervention,23.0,3,10,11A,0,0,3,None,23.0,3,0,12B,0,0,3,3.0,3.0,3.0,3.0,3.25,4.0
0,49.0,male,3.3333333333333335,3.6666666666666665,3.0,4.0,3.5,4.0,3.0,4.5,None,37.0,1,10,1C,0,0,3,Intervention,26.0,1,10,2B,0,0,3,None,28.0,2,0,3A,0,0,3,None,47.0,2,10,4A,0,1,4,None,48.0,2,10,5A,0,1,4,None,50.0,2,30,6E,0,1,4,Suggestion,30.0,4,20,7C,0,0,4,None,48.0,4,20,8B,0,1,4,None,28.0,4,40,9B,0,1,4,Notification,40.0,4,10,10B,0,1,4,None,23.0,4,10,11A,0,1,4,None,26.0,4,20,12D,0,1,4,4.0,3.75,3.75,3.75,3.25,2.0
0,28.0,female,4.333333333333333,3.8333333333333335,3.6666666666666665,2.5,3.0,4.5,3.5,5.0,Notification,132.0,1,10,1C,0,0,3,None,56.0,2,10,2B,0,1,3,None,58.0,2,10,3E,0,1,3,None,61.0,2,10,4A,0,1,4,Suggestion,61.0,4,10,5A,0,0,4,None,64.0,2,30,6E,0,1,4,Intervention,33.0,4,20,7C,0,0,4,Notification,31.0,4,20,8B,0,0,4,None,38.0,4,40,9B,0,1,4,None,57.0,4,10,10B,0,1,2,None,24.0,2,10,11A,0,1,2,None,47.0,4,20,12D,0,1,2,3.25,3.5,3.5,3.25,2.0,3.0
0,43.0,female,3.3333333333333335,2.8333333333333335,2.0,4.5,4.5,4.5,4.5,3.5,None,53.0,1,10,1C,0,0,2,Intervention,54.0,2,10,2B,0,0,2,None,79.0,3,0,3D,0,0,2,None,46.0,3,0,4B,0,0,3,None,77.0,4,10,5B,0,1,3,None,100.0,4,10,6B,0,0,3,None,37.0,4,10,7B,0,0,3,Notification,39.0,4,20,8A,0,0,3,None,40.0,4,20,9C,0,0,3,None,53.0,3,10,10B,0,1,2,None,26.0,3,0,11D,0,0,2,None,39.0,3,10,12D,0,0,2,3.5,3.0,3.0,3.0,3.0,3.0
0,28.0,female,3.5,3.6666666666666665,2.6666666666666665,5.0,2.0,5.0,2.0,4.0,None,33.0,2,10,1A,0,0,2,Notification,38.0,4,0,2C,0,0,2,None,24.0,4,0,3C,0,0,2,None,27.0,3,0,4A,0,0,4,None,29.0,3,10,5A,0,1,4,Suggestion,30.0,3,10,6A,0,0,4,None,28.0,2,20,7A,0,1,4,Intervention,22.0,3,20,8B,0,0,4,None,22.0,3,10,9A,0,0,4,None,25.0,2,10,10B,0,1,3,None,26.0,3,0,11B,0,1,3,Suggestion,29.0,2,20,12D,0,0,3,3.25,3.5,3.25,4.0,3.5,2.75
0,29.0,male,4.833333333333333,3.5,3.6666666666666665,2.0,3.0,5.0,2.5,4.5,Suggestion,121.0,4,10,1C,1,0,4,None,62.0,3,10,2B,1,1,4,None,37.0,1,10,3E,0,1,4,None,26.0,2,10,4A,0,1,4,None,71.0,3,0,5B,1,1,4,Suggestion,44.0,1,20,6B,0,0,4,Suggestion,65.0,3,20,7B,1,0,4,None,40.0,1,10,8A,0,1,4,None,35.0,3,30,9B,0,1,4,None,30.0,3,10,10C,0,1,4,None,26.0,3,10,11A,0,1,4,Notification,28.0,2,20,12A,0,0,4,3.5,4.0,4.0,4.25,3.5,1.5
0,55.0,female,3.0,3.3333333333333335,2.6666666666666665,2.0,4.5,3.0,2.0,4.5,None,32.0,2,10,1C,0,0,4,None,25.0,2,10,2A,0,0,4,Suggestion,29.0,3,10,3E,0,0,4,Intervention,29.0,3,10,4B,0,0,4,Suggestion,28.0,3,10,5B,0,0,4,None,51.0,2,20,6B,0,0,4,None,22.0,3,20,7B,0,0,4,None,22.0,3,20,8A,0,0,4,None,22.0,2,40,9A,0,0,4,None,22.0,2,10,10B,0,0,3,None,22.0,2,10,11B,0,0,3,None,24.0,2,20,12A,0,0,3,3.0,3.75,2.75,3.75,3.0,2.5
0,47.0,female,3.8333333333333335,4.0,3.6666666666666665,2.0,4.5,5.0,4.5,5.0,None,30.0,1,10,1C,0,0,4,None,32.0,2,10,2A,0,0,4,Suggestion,35.0,1,10,3E,0,0,4,Notification,35.0,1,0,4A,0,0,2,Intervention,30.0,2,10,5A,0,0,2,None,42.0,4,20,6B,0,0,2,Intervention,28.0,4,20,7B,0,0,2,Notification,39.0,4,0,8A,0,0,2,None,23.0,2,10,9C,0,0,2,None,22.0,1,10,10C,0,0,4,Notification,28.0,1,10,11A,0,0,4,None,24.0,1,10,12A,0,0,4,3.0,3.25,3.0,3.0,3.5,3.5
0,26.0,male,3.1666666666666665,2.5,1.3333333333333333,3.0,2.0,3.5,4.5,3.5,None,50.0,4,10,1C,1,1,2,Suggestion,34.0,4,10,2B,0,0,2,None,54.0,4,10,3E,0,1,2,Suggestion,52.0,2,0,4B,0,0,2,Intervention,34.0,4,10,5B,0,0,2,None,66.0,5,20,6B,0,1,2,None,48.0,2,10,7A,0,1,2,None,54.0,3,20,8A,0,1,2,None,32.0,4,30,9A,0,1,2,Suggestion,30.0,3,10,10B,0,0,3,Suggestion,30.0,2,10,11B,0,0,3,None,28.0,2,10,12D,0,1,3,3.25,2.25,3.0,2.5,2.0,4.0
0,21.0,male,4.333333333333333,3.8333333333333335,2.0,2.0,5.0,1.5,4.5,3.5,None,34.0,2,10,1A,0,1,4,Suggestion,30.0,4,0,2A,0,0,4,None,21.0,1,10,3E,0,0,4,Suggestion,22.0,3,10,4B,0,0,4,Notification,38.0,5,0,5A,0,0,4,None,46.0,2,20,6E,0,0,4,Notification,37.0,3,20,7A,0,0,4,Notification,38.0,3,10,8A,0,0,4,None,24.0,2,30,9B,0,0,4,Intervention,22.0,4,10,10A,0,0,3,None,24.0,4,0,11D,0,0,3,Notification,24.0,4,10,12A,0,0,3,3.75,3.75,3.75,4.0,2.25,3.0
0,28.0,female,3.8333333333333335,2.3333333333333335,2.0,2.5,2.5,4.5,2.0,3.0,Notification,37.0,3,10,1A,0,0,3,None,41.0,3,10,2B,0,1,3,None,26.0,2,10,3E,0,0,3,None,43.0,4,10,4A,0,1,3,None,61.0,3,10,5A,0,1,3,None,91.0,2,20,6B,0,1,3,None,28.0,3,20,7C,0,1,4,Intervention,24.0,3,20,8B,0,0,4,None,37.0,2,40,9B,0,1,4,None,29.0,4,10,10B,0,1,4,Suggestion,24.0,2,10,11A,0,0,4,None,38.0,3,20,12D,0,1,4,4.0,3.75,4.0,3.25,3.0,2.0
0,19.0,other,4.666666666666667,1.6666666666666667,2.0,5.0,1.0,5.0,3.0,3.5,Intervention,29.0,3,10,1A,0,0,4,None,40.0,2,10,2B,0,1,4,None,48.0,2,10,3E,0,1,4,None,45.0,1,0,4B,0,0,5,None,30.0,1,0,5C,0,1,5,None,53.0,2,10,6C,0,1,5,None,32.0,1,10,7A,0,1,5,None,38.0,1,10,8A,0,1,5,None,47.0,2,20,9A,0,1,5,None,46.0,1,0,10B,1,1,5,Intervention,43.0,3,10,11A,0,0,5,None,23.0,2,20,12C,0,1,5,5.0,4.75,4.75,4.75,3.5,1.25
0,22.0,female,4.666666666666667,4.0,3.3333333333333335,3.5,4.5,3.5,4.5,3.0,None,24.0,4,10,1C,0,0,3,Intervention,23.0,3,10,2B,0,0,3,None,79.0,3,0,3A,0,0,3,None,38.0,2,0,4C,0,0,4,None,37.0,3,10,5D,0,0,4,Notification,31.0,2,20,6A,0,0,4,None,27.0,2,10,7A,0,0,4,None,22.0,2,10,8B,0,0,4,None,22.0,2,20,9B,0,1,4,Suggestion,21.0,3,10,10B,0,0,5,Intervention,21.0,2,10,11A,0,0,5,None,25.0,2,10,12A,0,0,5,4.25,3.5,3.75,4.0,3.5,3.0
0,30.0,female,4.166666666666667,3.8333333333333335,2.0,3.5,2.5,4.5,3.0,3.5,None,41.0,2,10,1B,0,0,3,Intervention,26.0,2,10,2C,0,0,3,None,26.0,2,10,3A,0,0,3,None,35.0,3,10,4C,0,1,3,Notification,31.0,3,10,5C,0,0,3,None,45.0,4,20,6A,0,1,3,None,27.0,3,20,7A,0,1,3,None,33.0,3,0,8A,0,1,3,Notification,28.0,3,30,9A,0,0,3,None,37.0,4,10,10B,0,1,3,Notification,24.0,3,10,11A,0,0,3,None,31.0,3,20,12E,0,1,3,3.25,3.75,3.75,4.0,3.0,2.75
0,33.0,male,4.5,2.1666666666666665,1.6666666666666667,2.0,2.0,2.0,4.0,3.0,None,48.0,2,10,1C,0,1,3,Intervention,36.0,3,10,2B,0,0,3,None,45.0,4,0,3A,0,1,3,None,47.0,2,0,4B,0,1,1,None,51.0,4,0,5A,0,1,1,Suggestion,69.0,3,10,6D,0,0,1,Intervention,23.0,2,20,7A,0,0,3,None,37.0,4,10,8A,0,1,3,Intervention,24.0,2,30,9A,0,0,3,Intervention,23.0,2,10,10A,0,0,2,Notification,39.0,2,10,11A,0,0,2,None,32.0,2,10,12A,0,1,2,2.25,2.5,2.25,2.5,2.5,3.75
0,37.0,male,3.8333333333333335,3.0,2.0,2.5,4.5,2.5,3.5,3.5,None,24.0,1,10,1B,0,0,4,None,26.0,1,10,2C,0,1,4,Intervention,27.0,2,10,3D,0,0,4,None,30.0,1,10,4C,0,1,4,None,31.0,1,10,5D,0,1,4,Intervention,31.0,3,20,6A,0,0,4,None,23.0,1,20,7A,0,1,3,Notification,28.0,1,10,8A,0,0,3,None,27.0,1,30,9D,0,1,3,None,27.0,1,10,10B,0,1,2,None,30.0,1,0,11D,0,1,2,Suggestion,25.0,1,0,12A,0,0,2,2.75,3.0,2.75,3.25,3.25,2.75
0,30.0,male,4.5,3.1666666666666665,3.0,4.5,2.0,5.0,1.5,3.5,None,30.0,2,10,1B,0,1,3,None,29.0,2,10,2C,0,0,3,Suggestion,32.0,3,10,3D,0,1,3,None,26.0,2,0,4B,0,1,3,None,43.0,3,0,5C,0,1,3,None,29.0,4,20,6D,0,1,3,None,22.0,2,20,7A,0,0,2,Suggestion,32.0,2,10,8C,0,0,2,None,21.0,2,30,9A,0,0,2,None,24.0,2,0,10B,0,1,2,Intervention,36.0,2,10,11A,0,0,2,None,28.0,2,10,12D,0,1,2,3.0,3.0,2.75,3.0,3.25,2.0
0,25.0,male,4.166666666666667,3.8333333333333335,3.3333333333333335,3.0,2.0,3.0,3.5,4.5,None,46.0,2,10,1C,0,1,3,Suggestion,29.0,2,10,2A,0,0,3,None,27.0,2,10,3A,0,0,3,None,25.0,2,0,4A,0,0,3,None,23.0,2,10,5A,0,1,3,None,41.0,2,20,6B,0,0,3,Intervention,31.0,2,20,7B,0,0,2,None,28.0,2,0,8A,0,0,2,None,35.0,2,30,9B,0,0,2,None,21.0,2,10,10C,0,0,2,Suggestion,36.0,2,10,11A,0,0,2,None,27.0,3,10,12A,0,0,2,2.75,3.25,3.0,3.0,2.0,3.0
0,60.0,female,2.6666666666666665,3.6666666666666665,1.3333333333333333,3.0,3.5,4.5,4.5,5.0,None,40.0,2,10,1C,0,1,4,Suggestion,30.0,1,10,2B,0,0,4,None,26.0,1,0,3A,0,0,4,None,24.0,2,10,4A,0,0,4,None,29.0,4,10,5A,0,1,4,None,47.0,4,30,6E,0,1,4,None,41.0,1,20,7C,0,1,4,None,24.0,2,0,8A,0,0,4,Intervention,24.0,2,30,9B,0,0,4,None,39.0,2,10,10B,0,1,3,Suggestion,32.0,3,0,11C,0,0,3,None,29.0,3,0,12B,0,0,3,3.75,3.25,3.75,3.75,3.0,2.25
0,35.0,male,3.8333333333333335,3.0,2.3333333333333335,2.5,4.5,3.0,3.0,5.0,Intervention,131.0,1,10,1A,0,0,3,None,31.0,2,10,2D,0,0,3,None,22.0,2,10,3C,0,0,3,None,39.0,2,10,4A,0,1,3,Intervention,23.0,2,10,5A,0,0,3,None,54.0,4,10,6D,0,0,3,None,27.0,2,10,7B,0,0,3,None,22.0,2,0,8A,0,0,3,None,21.0,1,20,9B,0,0,3,Notification,24.0,2,10,10B,0,1,3,Notification,32.0,2,0,11B,0,0,3,None,31.0,2,10,12B,0,0,3,3.0,3.25,3.75,3.75,2.75,2.0
0,58.0,female,3.5,3.8333333333333335,1.6666666666666667,4.5,1.0,4.0,3.0,5.0,Suggestion,59.0,2,10,1B,0,0,4,None,39.0,2,10,2C,0,0,4,None,33.0,2,10,3D,0,0,4,None,53.0,2,10,4C,0,1,4,None,69.0,2,10,5C,0,1,4,None,79.0,2,20,6D,0,1,4,None,26.0,1,20,7A,0,1,4,None,50.0,2,10,8B,0,1,4,None,38.0,3,10,9B,0,1,4,None,32.0,2,10,10B,0,1,3,None,43.0,4,10,11A,0,1,3,None,56.0,4,0,12A,0,1,3,3.25,3.75,4.25,3.75,4.25,4.0
0,33.0,male,4.666666666666667,4.0,2.3333333333333335,1.0,3.5,5.0,4.0,4.0,Suggestion,34.0,1,10,1C,0,0,4,None,32.0,2,0,2C,0,0,4,None,24.0,5,10,3D,0,0,4,None,26.0,2,10,4C,0,1,5,Suggestion,25.0,1,10,5C,0,0,5,None,35.0,5,30,6D,0,1,5,None,26.0,4,20,7A,0,1,5,Intervention,28.0,4,20,8C,0,0,5,None,23.0,2,40,9D,0,1,5,Suggestion,31.0,5,10,10A,0,0,5,None,25.0,2,10,11A,0,1,5,None,39.0,3,20,12E,0,1,5,4.5,4.25,4.5,4.5,3.0,1.0
